,first_name,last_name,gender,past_3_years_bike_related_purchases,DOB,job_industry_category,wealth_segment,deceased_indicator,owns_car,tenure,address,postcode,state,country,property_valuation,Rank,Value
752,Trudie,Phinnessy,Female,45,1960-07-04,Financial Services,Mass Customer,N,Yes,15,077 Dennis Lane,3030,VIC,Australia,9,751,0.648125
753,Frederigo,Cribbott,Male,35,1965-03-15,Health,Mass Customer,N,No,16,42280 Namekagon Crossing,2140,NSW,Australia,8,754,0.646
754,Glenda,Eliet,Female,87,1974-06-17,,Mass Customer,N,No,12,1 Fordem Way,3844,VIC,Australia,7,755,0.64
755,Darb,LN_unkown,Male,80,1969-06-04,Health,Affluent Customer,N,No,10,780 Bonner Pass,4034,QLD,Australia,5,755,0.64
756,Cal,Van den Velde,Male,22,1996-03-18,Financial Services,Affluent Customer,N,Yes,6,77916 Moland Park,3174,VIC,Australia,6,755,0.64
757,Stephani,Sidsaff,Female,32,1973-09-29,Financial Services,Mass Customer,N,Yes,6,00 Southridge Avenue,2036,NSW,Australia,11,755,0.64
758,Meade,Bampton,Male,69,1982-04-25,Health,High Net Worth,N,No,17,7870 Stuart Crossing,2090,NSW,Australia,7,755,0.64
759,Flore,Cashen,Female,79,1978-06-21,Health,High Net Worth,N,No,17,4 Vera Pass,2640,NSW,Australia,4,760,0.6375
760,Leighton,Firbanks,Male,51,1973-12-22,Retail,Affluent Customer,N,No,21,7234 Sycamore Pass,4178,QLD,Australia,3,760,0.6375
761,Petr,Westman,Male,5,1987-11-02,Property,Mass Customer,N,No,7,98454 Dapin Park,4556,QLD,Australia,7,760,0.6375
762,Yorgos,Dewhurst,Male,6,1950-09-09,Argiculture,Affluent Customer,N,No,16,4 Talmadge Road,4701,QLD,Australia,1,760,0.6375
763,Simmonds,Bapty,Male,52,2002-01-04,Financial Services,Affluent Customer,N,No,8,47 Susan Park,2025,NSW,Australia,12,760,0.6375
764,Hagen,MacCarter,Male,93,1983-02-08,Entertainment,Affluent Customer,N,Yes,15,7 Ramsey Trail,3172,VIC,Australia,9,760,0.6375
765,Cazzie,Stanwix,Male,37,1960-10-01,Manufacturing,High Net Worth,N,Yes,11,6026 Mallory Drive,4561,QLD,Australia,7,760,0.6375
766,Geoff,Gwillym,Male,89,1999-02-22,Health,Affluent Customer,N,No,8,1 Eliot Plaza,2323,NSW,Australia,4,760,0.6375
767,Simonette,LN_unkown,Female,4,1990-04-06,Manufacturing,Affluent Customer,N,Yes,6,66 Hoffman Court,2232,NSW,Australia,8,760,0.6375
768,Deirdre,Sturgeon,Female,11,1965-12-22,Retail,Mass Customer,N,Yes,9,7 Sycamore Terrace,2232,NSW,Australia,10,760,0.6375
769,Andrea,Pendle,Female,86,1938-08-05,,High Net Worth,N,Yes,13,31281 Meadow Valley Way,4500,QLD,Australia,6,760,0.6375
770,Juliann,Siemantel,Female,86,1947-12-15,Entertainment,Mass Customer,N,No,22,28 Parkside Park,3046,VIC,Australia,8,760,0.6375
771,Janaye,Eade,Female,23,1984-12-13,Health,Affluent Customer,N,No,4,2782 Northridge Street,2420,NSW,Australia,3,760,0.6375
772,Dylan,Stranio,Male,47,1953-04-02,Manufacturing,High Net Worth,N,Yes,9,3662 Beilfuss Lane,2170,NSW,Australia,8,773,0.63
773,Mel,Rochford,Female,11,1989-07-23,Retail,Mass Customer,N,Yes,4,56334 Vera Crossing,3013,VIC,Australia,9,774,0.626875
774,Elvin,Trayhorn,Male,46,1993-06-02,Financial Services,High Net Worth,N,No,10,79 Sheridan Point,2231,NSW,Australia,10,774,0.626875
775,Dmitri,Viant,U,62,1971-04-20,Financial Services,Affluent Customer,N,No,5,95960 Warner Parkway,3842,VIC,Australia,1,774,0.626875
776,Sonni,Milligan,Female,73,1988-03-05,Retail,Mass Customer,N,Yes,14,04769 Dahle Plaza,3170,VIC,Australia,9,774,0.626875
777,Kellina,Haygreen,Female,38,1966-01-19,Entertainment,Affluent Customer,N,No,18,5731 Bunker Hill Lane,2046,NSW,Australia,10,778,0.625
778,Yuma,Dennick,Male,40,1972-11-10,Manufacturing,Mass Customer,N,Yes,6,89244 Macpherson Trail,2528,NSW,Australia,8,778,0.625
779,Ashleigh,LN_unkown,Female,46,1996-04-05,,Mass Customer,N,Yes,6,922 Utah Avenue,3204,VIC,Australia,12,780,0.6242187499999999
780,Therese,Brotherhood,Female,30,1981-07-28,Health,Mass Customer,N,No,10,25044 Bay Avenue,2042,NSW,Australia,10,780,0.6242187499999999
781,Pansie,Beccero,Female,35,1964-07-07,Financial Services,Affluent Customer,N,Yes,10,315 Hudson Road,4818,QLD,Australia,5,782,0.6204999999999999
782,Reinaldos,Simmig,Male,55,1955-01-15,Manufacturing,High Net Worth,N,No,8,6112 Mariners Cove Park,3147,VIC,Australia,10,782,0.6204999999999999
783,Calhoun,Mussington,Male,98,1992-10-13,Health,Mass Customer,N,No,12,176 Fallview Plaza,2019,NSW,Australia,9,782,0.6204999999999999
784,Winn,Wells,Male,66,1994-04-12,Manufacturing,Affluent Customer,N,No,9,544 Pawling Road,2230,NSW,Australia,10,785,0.62
785,Rafi,Brettelle,Male,89,1956-08-12,Health,High Net Worth,N,No,6,11 Brickson Park Alley,2166,NSW,Australia,10,786,0.61625
786,Fey,LN_unkown,Female,48,1957-09-04,Health,High Net Worth,N,Yes,11,77 Paget Park,3147,VIC,Australia,12,786,0.61625
787,Verne,Loalday,Male,1,1982-03-20,IT,High Net Worth,N,No,7,598 Memorial Place,2082,NSW,Australia,10,788,0.6125
788,Eleonora,Wiszniewski,Female,49,1980-04-23,Financial Services,Affluent Customer,N,No,9,6227 Quincy Terrace,4740,QLD,Australia,2,788,0.6125
789,Fayre,Brannigan,Female,32,1992-10-13,Manufacturing,Mass Customer,N,Yes,9,31351 Sunbrook Place,2234,NSW,Australia,10,788,0.6125
790,Eachelle,Noirel,Female,93,1974-01-26,Health,Affluent Customer,N,Yes,11,80 Schiller Center,2292,NSW,Australia,6,791,0.612
791,Carl,Troyes,Male,4,1973-03-12,Property,Mass Customer,N,No,7,1217 Melody Alley,3109,VIC,Australia,10,791,0.612
792,Cordie,Brankley,Female,79,1954-09-21,Entertainment,High Net Worth,N,No,18,46 Westerfield Place,2195,NSW,Australia,6,793,0.6109375000000001
793,Jackie,Pays,Male,21,1955-11-09,Health,Mass Customer,N,No,9,75024 Ronald Regan Hill,2135,NSW,Australia,12,794,0.6056249999999999
794,Carroll,Schlagman,Female,61,1951-08-25,Health,Affluent Customer,N,No,13,15 Fisk Road,2099,NSW,Australia,9,795,0.6034999999999999
795,Frans,Idale,Male,1,1969-10-03,Manufacturing,Mass Customer,N,No,10,96 Hermina Place,4350,QLD,Australia,2,795,0.6034999999999999
796,Amara,Clow,Female,47,1966-11-17,Financial Services,Mass Customer,N,Yes,13,99376 Namekagon Street,3101,VIC,Australia,12,797,0.6
797,Anthony,Morison,Male,7,1938-06-08,Health,Mass Customer,N,No,12,276 Derek Circle,2759,NSW,Australia,9,797,0.6
798,Cherye,Stanfield,Female,0,1981-07-05,Manufacturing,Affluent Customer,N,No,13,56766 Mariners Cove Place,2256,NSW,Australia,9,797,0.6
799,Ansell,Tolhurst,Male,77,1949-08-11,Manufacturing,Affluent Customer,N,No,22,13 Montana Place,2232,NSW,Australia,10,797,0.6
800,Erminie,Rabidge,Female,64,1982-03-09,Manufacturing,High Net Worth,N,No,17,1969 Melody Lane,2170,NSW,Australia,8,801,0.59765625
801,Rosene,Beckey,Female,25,1974-05-21,Health,Mass Customer,N,Yes,14,02463 Portage Center,2107,NSW,Australia,11,801,0.59765625
802,Darlleen,Shalcras,Female,77,1980-09-14,Health,Mass Customer,N,No,11,383 Graceland Avenue,2010,NSW,Australia,10,801,0.59765625
803,Bryon,Goundry,Male,79,1951-02-05,Manufacturing,Mass Customer,N,No,21,005 Kensington Street,4165,QLD,Australia,5,804,0.5950000000000001
804,Sherwin,Minocchi,Male,71,1947-07-13,,Mass Customer,N,Yes,11,1 Alpine Crossing,2536,NSW,Australia,8,804,0.5950000000000001
805,Luci,Dyter,Female,12,1952-05-30,Manufacturing,High Net Worth,N,No,20,2 Namekagon Trail,3981,VIC,Australia,7,804,0.5950000000000001
806,Sloan,Pudney,Male,83,1964-11-10,Financial Services,Affluent Customer,N,No,16,6771 Pleasure Terrace,4557,QLD,Australia,9,804,0.5950000000000001
807,Otes,Elegood,Male,67,1940-11-25,Financial Services,High Net Worth,N,No,21,2632 Del Mar Point,2226,NSW,Australia,11,808,0.595
808,Davie,Blay,Male,94,1985-12-19,Financial Services,Mass Customer,N,No,8,7021 5th Alley,2770,NSW,Australia,7,808,0.595
809,Dorolice,Osmon,Female,46,1961-01-15,Financial Services,Affluent Customer,N,No,15,602 Clove Center,3046,VIC,Australia,6,810,0.5874999999999999
810,Meade,McReedy,Female,94,1968-11-23,Financial Services,Affluent Customer,N,Yes,9,04153 Johnson Point,2193,NSW,Australia,10,810,0.5874999999999999
811,Rikki,Chaffey,Male,69,1945-06-11,Manufacturing,Mass Customer,N,No,20,9 Spohn Way,4127,QLD,Australia,1,810,0.5874999999999999
812,Adria,Van den Velde,Female,39,1978-07-10,Manufacturing,Affluent Customer,N,Yes,9,6030 Becker Plaza,2261,NSW,Australia,7,810,0.5874999999999999
813,Dmitri,LN_unkown,Male,72,1991-02-06,Financial Services,High Net Worth,N,Yes,15,4 Mallory Pass,3690,VIC,Australia,4,810,0.5874999999999999
814,Maddalena,Hencke,Female,61,1952-12-09,,High Net Worth,N,No,22,64037 Swallow Crossing,4170,QLD,Australia,5,810,0.5874999999999999
815,Rand,Winchcum,Male,34,2000-04-10,,Affluent Customer,N,No,3,4594 Jackson Hill,2146,NSW,Australia,7,810,0.5874999999999999
816,Rowen,Sollas,Male,38,1960-04-23,Health,Mass Customer,N,No,5,4 Anzinger Street,4556,QLD,Australia,8,817,0.5864999999999999
817,Boothe,Hayselden,Male,42,1940-05-18,Health,Mass Customer,N,Yes,17,33 Pond Point,2291,NSW,Australia,10,817,0.5864999999999999
818,Noak,Sleany,Male,1,1965-05-04,Financial Services,Affluent Customer,N,No,17,1 Roth Plaza,3121,VIC,Australia,10,817,0.5864999999999999
819,Callean,Wass,Male,65,1988-12-15,Financial Services,Affluent Customer,N,No,14,0593 Stoughton Center,3073,VIC,Australia,8,820,0.584375
820,Keelby,Sudlow,Male,96,1988-09-01,Manufacturing,High Net Worth,N,No,12,8042 Cherokee Court,3163,VIC,Australia,8,820,0.584375
821,Rodrique,Vernon,Male,70,1978-08-06,Manufacturing,Affluent Customer,N,No,17,5864 Mcbride Trail,3174,VIC,Australia,8,820,0.584375
822,Brod,Attrey,Male,46,1966-11-05,,Mass Customer,N,Yes,14,180 Lakewood Park,2194,NSW,Australia,8,820,0.584375
823,Manny,Mandy,Male,36,1977-01-28,Argiculture,Mass Customer,N,No,16,6 Union Center,4280,QLD,Australia,7,820,0.584375
824,Becky,Lassen,Female,11,1973-05-11,Financial Services,Mass Customer,N,Yes,7,41153 Pond Park,2251,NSW,Australia,8,820,0.584375
825,Tessa,Heakey,Female,43,1971-05-31,Financial Services,Mass Customer,N,No,9,6233 Fulton Point,3337,VIC,Australia,6,820,0.584375
826,Herbert,Henryson,Male,21,1995-10-10,,Mass Customer,N,No,4,05123 Bobwhite Plaza,2528,NSW,Australia,9,820,0.584375
827,Cristie,Bence,Female,49,2000-04-17,,High Net Worth,N,No,9,3413 Schmedeman Court,4122,QLD,Australia,8,828,0.58
828,Renate,Whyte,Female,60,1963-12-08,Health,High Net Worth,N,Yes,15,4189 Laurel Center,2620,NSW,Australia,7,828,0.58
829,Toma,Woolforde,Female,67,1992-03-09,Financial Services,Mass Customer,N,Yes,5,76 Melody Avenue,2092,NSW,Australia,12,830,0.5780000000000001
830,Dorie,Dunleavy,Female,24,1962-05-05,Health,Affluent Customer,N,No,12,1 Mcguire Lane,3356,VIC,Australia,4,830,0.5780000000000001
831,Ellie,Toope,Female,29,1973-08-11,Property,High Net Worth,N,Yes,4,8734 Fulton Hill,2156,NSW,Australia,11,832,0.5750000000000001
832,Leonora,Swetenham,Female,66,1967-10-05,IT,Mass Customer,N,Yes,10,660 Hallows Place,2026,NSW,Australia,10,832,0.5750000000000001
833,Teodor,Mullinder,Male,56,1962-08-26,Manufacturing,High Net Worth,N,No,11,43 Pond Junction,3216,VIC,Australia,5,832,0.5750000000000001
834,Jared,Fendlow,Male,79,1963-08-25,Financial Services,Mass Customer,N,No,15,6195 Bellgrove Lane,4211,QLD,Australia,7,832,0.5750000000000001
835,Porty,Hansed,U,88,1971-04-20,IT,Mass Customer,N,No,13,768 Southridge Drive,2112,NSW,Australia,11,832,0.5750000000000001
836,Andy,Deeming,Male,79,1979-01-09,Manufacturing,Affluent Customer,N,Yes,7,63386 Talisman Hill,4556,QLD,Australia,8,832,0.5750000000000001
837,Monty,Thomazin,Male,7,1951-09-16,,Mass Customer,N,Yes,13,30738 Muir Avenue,3105,VIC,Australia,10,838,0.57375
838,Briano,Janowski,Male,66,1994-07-17,,Mass Customer,N,No,7,3259 Eagan Parkway,2066,NSW,Australia,8,838,0.57375
839,Ginger,LN_unkown,Male,94,1939-02-19,,Mass Customer,N,No,11,160 Fremont Point,2259,NSW,Australia,8,840,0.57109375
840,Logan,Colomb,Male,74,1948-01-01,,Mass Customer,N,Yes,19,266 Lakewood Terrace,2761,NSW,Australia,8,840,0.57109375
841,Nichols,Devinn,Male,47,1979-09-29,,Affluent Customer,N,No,11,5280 Waxwing Point,2071,NSW,Australia,12,842,0.57
842,Catha,Davitt,Female,79,1958-04-16,Property,High Net Worth,N,Yes,6,192 South Junction,2567,NSW,Australia,7,843,0.5695
843,Melosa,McOwan,Female,25,2001-04-17,Financial Services,Mass Customer,N,No,12,900 Victoria Way,2211,NSW,Australia,9,843,0.5695
844,Maris,Leete,Female,21,1973-04-14,Retail,Mass Customer,N,No,7,06 Main Alley,4300,QLD,Australia,4,845,0.5631250000000001
845,Wilburt,Padden,Male,22,1994-09-30,Manufacturing,Mass Customer,N,No,3,22 Muir Avenue,2148,NSW,Australia,5,845,0.5631250000000001
846,Rosabelle,Godsmark,Female,60,1995-10-19,,Mass Customer,N,Yes,3,4871 Caliangt Hill,4102,QLD,Australia,8,845,0.5631250000000001
847,Guilbert,Bearns,Male,42,1982-10-29,Financial Services,Mass Customer,N,Yes,5,47776 Packers Street,3226,VIC,Australia,8,845,0.5631250000000001
848,Meridith,Urwin,Female,62,1997-03-07,Health,High Net Worth,N,Yes,10,535 Graedel Circle,2444,NSW,Australia,7,845,0.5631250000000001
849,Leeland,LN_unkown,Male,66,1957-01-24,Telecommunications,High Net Worth,N,No,12,9 Stephen Center,4122,QLD,Australia,4,845,0.5631250000000001
850,Gerta,Porrett,Female,46,1959-11-13,Health,High Net Worth,N,No,12,074 Badeau Crossing,3250,VIC,Australia,2,851,0.5625
851,Karrah,Howell,Female,63,1956-11-07,Manufacturing,Mass Customer,N,No,17,4897 Melody Road,2566,NSW,Australia,9,851,0.5625
852,Alick,Baise,Male,62,1998-08-16,Health,Mass Customer,N,Yes,1,096 Gateway Road,2747,NSW,Australia,8,851,0.5625
853,Casandra,Betteridge,Female,29,1942-09-10,Financial Services,Affluent Customer,N,Yes,9,68 Bluestem Center,3166,VIC,Australia,10,854,0.561
854,Maurine,Clee,Female,45,1980-09-13,Property,High Net Worth,N,Yes,5,6 Maple Plaza,2042,NSW,Australia,10,854,0.561
855,Darwin,Bumpas,Male,24,1978-12-27,Health,Affluent Customer,N,Yes,18,6812 Gina Point,3082,VIC,Australia,7,856,0.56
856,Hayes,Daveren,Male,32,1953-03-27,Manufacturing,Affluent Customer,N,Yes,11,1 Becker Parkway,4350,QLD,Australia,2,856,0.56
857,Piper,Issacov,Female,67,1939-11-08,Health,Affluent Customer,N,Yes,22,52201 Tony Avenue,2088,NSW,Australia,9,856,0.56
858,Markus,Pendrey,Male,88,1959-08-01,Health,Affluent Customer,N,Yes,12,2382 Anthes Crossing,2153,NSW,Australia,10,859,0.5578124999999999
859,Sile,Zappel,Female,47,1958-03-29,IT,High Net Worth,N,No,15,44350 Buell Alley,4018,QLD,Australia,6,859,0.5578124999999999
860,Craggy,Happel,Male,37,1979-02-10,Manufacturing,High Net Worth,N,Yes,8,23 Del Sol Alley,3064,VIC,Australia,6,859,0.5578124999999999
861,Egor,Mariette,Male,42,1980-11-26,Financial Services,Affluent Customer,N,No,3,79 Mockingbird Plaza,3163,VIC,Australia,7,862,0.5525
862,Reinald,Bembrigg,Male,54,1953-08-21,Financial Services,Affluent Customer,N,No,10,858 Portage Hill,2770,NSW,Australia,7,862,0.5525
863,Kissie,Line,Female,2,2000-05-20,Manufacturing,Affluent Customer,N,Yes,7,629 Grasskamp Junction,2200,NSW,Australia,9,862,0.5525
864,Quentin,Gerleit,Female,32,1990-09-15,Manufacturing,Mass Customer,N,No,4,88 Aberg Circle,3806,VIC,Australia,8,865,0.55
865,Karoly,Burgoine,Male,57,1947-04-06,Health,High Net Worth,N,Yes,21,18 Morning Circle,3012,VIC,Australia,2,865,0.55
866,Clarine,Piecha,Female,99,1964-12-07,Health,High Net Worth,N,No,14,7523 Eggendart Hill,4151,QLD,Australia,10,865,0.55
867,Mycah,Beaston,Male,11,1961-07-31,,High Net Worth,N,Yes,12,2 Mandrake Street,2221,NSW,Australia,11,865,0.55
868,Clemmie,Bartoszewicz,Female,87,1958-07-28,Financial Services,Mass Customer,N,No,8,727 Morrow Parkway,3197,VIC,Australia,9,865,0.55
869,Randall,Mason,Male,95,1974-07-28,Health,Mass Customer,N,Yes,12,83497 Memorial Plaza,2570,NSW,Australia,11,870,0.544
870,Donica,Humby,Female,47,1967-06-01,Financial Services,Mass Customer,N,No,4,488 Briar Crest Court,2101,NSW,Australia,12,871,0.541875
871,Lotty,Loach,Female,76,1961-08-23,Health,High Net Worth,N,Yes,7,78451 South Street,2380,NSW,Australia,3,871,0.541875
872,Marie-jeanne,Breawood,Female,37,1953-10-12,Health,High Net Worth,N,No,8,6 Prairieview Pass,2770,NSW,Australia,6,871,0.541875
873,Babara,Sissel,Female,50,1974-06-08,IT,Mass Customer,N,Yes,21,5 Ohio Road,3169,VIC,Australia,10,871,0.541875
874,Rodolphe,Glenton,Male,88,1974-09-28,Financial Services,Affluent Customer,N,No,11,4787 Golf Terrace,3163,VIC,Australia,7,871,0.541875
875,Thorvald,Duckerin,Male,58,1995-10-20,Manufacturing,Affluent Customer,N,Yes,1,4 Pine View Junction,3021,VIC,Australia,8,871,0.541875
876,Paulina,Iannuzzelli,Female,57,1956-03-08,Manufacturing,Mass Customer,N,No,19,097 Hollow Ridge Alley,2118,NSW,Australia,11,877,0.54
877,Ricki,Padefield,Male,43,1948-08-03,Manufacturing,Affluent Customer,N,Yes,13,860 Barby Lane,4275,QLD,Australia,9,877,0.54
878,Lizette,McKeaveney,Female,30,1994-04-11,Health,High Net Worth,N,Yes,13,6412 Butternut Road,2050,NSW,Australia,10,879,0.5375
879,Muffin,Bhar,Male,44,1966-04-07,,Affluent Customer,N,No,19,15 Weeping Birch Crossing,2448,NSW,Australia,4,879,0.5375
880,Jeno,Strafford,Male,67,1941-07-21,Financial Services,High Net Worth,N,No,7,891 Sachtjen Hill,4170,QLD,Australia,9,879,0.5375
881,Brigg,Himsworth,Male,63,1973-10-10,Telecommunications,Mass Customer,N,Yes,9,771 Union Crossing,4570,QLD,Australia,6,882,0.5355
882,Judi,Cazereau,Female,22,1997-03-03,,Affluent Customer,N,Yes,13,22 Farmco Avenue,3851,VIC,Australia,3,883,0.53125
883,Shara,Bramhill,U,24,1971-04-20,IT,Affluent Customer,N,No,2,01 Bunker Hill Drive,2230,NSW,Australia,10,883,0.53125
884,Raleigh,Pont,Male,48,1964-11-02,Entertainment,Mass Customer,N,No,14,7650 Gulseth Parkway,3139,VIC,Australia,7,883,0.53125
885,Zachariah,Meininking,Male,40,1938-06-09,Financial Services,Affluent Customer,N,Yes,20,24815 Lindbergh Avenue,2749,NSW,Australia,7,883,0.53125
886,Lesley,Garey,Male,52,1994-03-29,Telecommunications,Mass Customer,N,No,11,924 Lindbergh Court,2226,NSW,Australia,9,883,0.53125
887,Adriena,Giffin,Female,27,1957-03-17,Argiculture,Affluent Customer,N,Yes,5,1 Manitowish Court,2259,NSW,Australia,9,888,0.525
888,Antoinette,LN_unkown,Female,72,1980-07-28,Financial Services,Affluent Customer,N,No,5,9 Derek Alley,3058,VIC,Australia,9,888,0.525
889,Carr,Hopkynson,Male,64,1971-10-18,Manufacturing,Affluent Customer,N,No,16,5990 Fairfield Pass,2318,NSW,Australia,6,888,0.525
890,Shay,Briand,Male,57,1956-10-05,IT,Mass Customer,N,Yes,9,1 Mandrake Way,3844,VIC,Australia,1,888,0.525
891,Karney,Burstow,Male,51,1972-07-02,Property,Mass Customer,N,Yes,6,4011 Prairieview Court,2031,NSW,Australia,12,888,0.525
892,Latrena,Yetts,Female,11,1999-06-18,Manufacturing,High Net Worth,N,Yes,15,53877 Dakota Crossing,2871,NSW,Australia,3,893,0.520625
893,Jesse,Alflat,Male,31,1984-09-01,,High Net Worth,N,No,5,49 Northfield Drive,2145,NSW,Australia,9,893,0.520625
894,Kelcie,Kingaby,Female,54,2000-03-24,IT,Mass Customer,N,Yes,6,0 Summit Center,4019,QLD,Australia,4,893,0.520625
895,Fabio,Commuzzo,Male,5,1961-10-02,Manufacturing,Mass Customer,N,No,18,66 Shopko Circle,3806,VIC,Australia,8,896,0.52
896,Heall,Andrioli,Male,46,1941-06-17,IT,Affluent Customer,N,Yes,7,370 Eastwood Road,4133,QLD,Australia,5,896,0.52
897,Rickert,Brasted,Male,47,1959-09-18,Health,Mass Customer,N,No,10,20 Hoffman Park,2145,NSW,Australia,9,898,0.5125
898,Hedwig,Jayme,Female,38,1952-08-21,Property,Affluent Customer,N,No,11,6293 Hooker Point,2099,NSW,Australia,10,899,0.51
899,Penrod,Tomasicchio,Male,5,1968-05-28,Health,High Net Worth,N,No,19,30 Harper Trail,2318,NSW,Australia,9,899,0.51
900,Pancho,Edis,Male,1,1970-12-30,,Mass Customer,N,No,13,64467 Pankratz Pass,3023,VIC,Australia,7,899,0.51
901,Andriana,Gosnoll,Female,53,1964-05-19,Manufacturing,Mass Customer,N,No,8,900 Brown Junction,2291,NSW,Australia,10,899,0.51
902,Nilson,Wiggam,Male,48,1996-02-15,Financial Services,Mass Customer,N,No,9,8845 Spaight Way,3049,VIC,Australia,6,903,0.5015
903,Denny,Spleving,Female,84,1973-05-13,Manufacturing,Affluent Customer,N,Yes,5,85420 Myrtle Road,2114,NSW,Australia,8,904,0.5
904,Roth,Crum,U,0,1971-04-20,IT,Mass Customer,N,No,2,276 Anthes Court,2450,NSW,Australia,6,904,0.5
905,Olia,O' Mullan,Female,77,1973-03-24,Health,Mass Customer,N,No,8,6315 Mendota Parkway,2263,NSW,Australia,7,904,0.5
906,Conway,Juarez,Male,27,1967-03-02,,Affluent Customer,N,No,17,66904 American Ash Hill,4814,QLD,Australia,5,904,0.5
907,Dru,Crellim,Female,57,1963-03-04,,Mass Customer,N,No,12,90 Morningstar Drive,3030,VIC,Australia,7,904,0.5
908,Shaw,MacEvilly,Male,10,2000-05-06,Health,Affluent Customer,N,No,16,34020 Sheridan Park,2768,NSW,Australia,9,904,0.5
909,Brook,Eade,Female,65,1957-11-17,Retail,Mass Customer,N,Yes,8,58 Meadow Valley Court,2330,NSW,Australia,5,904,0.5
910,Aleece,Feige,Female,49,1975-09-16,Manufacturing,Mass Customer,N,No,18,2030 Anderson Lane,2141,NSW,Australia,10,904,0.5
911,Dolorita,Strutton,Female,7,1991-05-21,Manufacturing,Affluent Customer,N,No,17,07 Acker Pass,3178,VIC,Australia,8,904,0.5
912,Harman,A'field,Male,39,1960-12-27,Manufacturing,Affluent Customer,N,Yes,6,31815 Vermont Drive,4227,QLD,Australia,5,913,0.4993749999999999
913,Hildegarde,Bamb,Female,16,1961-02-10,,High Net Worth,N,Yes,10,5070 Division Parkway,3910,VIC,Australia,9,913,0.4993749999999999
914,Launce,Gale,Male,86,1939-01-15,,Mass Customer,N,No,21,4 Fordem Avenue,2777,NSW,Australia,9,913,0.4993749999999999
915,Ilise,Clissold,Female,58,1987-11-16,Entertainment,High Net Worth,N,No,9,659 Comanche Plaza,2153,NSW,Australia,10,913,0.4993749999999999
916,Julita,Prene,Female,14,1979-05-16,Manufacturing,High Net Worth,N,Yes,13,5 Myrtle Junction,4128,QLD,Australia,2,913,0.4993749999999999
917,Ashlen,Willbond,Female,64,1984-05-15,Health,High Net Worth,N,No,16,723 Grayhawk Way,3934,VIC,Australia,8,913,0.4993749999999999
918,Keely,Bointon,Female,71,1988-10-16,Telecommunications,High Net Worth,N,No,3,55 Dorton Point,4154,QLD,Australia,9,913,0.4993749999999999
919,Poul,Gaskin,Male,78,1950-06-15,Telecommunications,High Net Worth,N,No,17,9 Killdeer Circle,2643,NSW,Australia,2,920,0.4929999999999999
920,Sheilakathryn,Huff,Female,45,1958-05-15,,High Net Worth,N,Yes,14,04 Miller Drive,2477,NSW,Australia,6,921,0.49
921,Rubia,Evetts,Female,59,1990-12-21,Health,Mass Customer,N,No,16,64213 Miller Point,2071,NSW,Australia,9,921,0.49
922,Francklin,Cross,Male,51,1981-04-06,Property,Mass Customer,N,Yes,3,24593 Jackson Parkway,2231,NSW,Australia,10,921,0.49
923,Wilone,Champley,Female,22,1983-11-06,Manufacturing,High Net Worth,N,No,17,9346 Lyons Point,2077,NSW,Australia,10,924,0.48875
924,Lezlie,Clemits,Female,2,1973-05-30,Financial Services,Mass Customer,N,Yes,15,0504 Nevada Drive,2155,NSW,Australia,10,924,0.48875
925,Kathe,Oller,Female,47,1959-08-20,Manufacturing,Mass Customer,N,Yes,5,817 Loftsgordon Road,3029,VIC,Australia,4,926,0.4844999999999999
926,Dulce,Bradwell,Female,61,1957-07-03,Manufacturing,Mass Customer,N,No,20,30 Lukken Point,4159,QLD,Australia,9,926,0.4844999999999999
927,Felice,Dechelette,Male,75,1998-02-05,Entertainment,High Net Worth,N,No,3,4 Kingsford Trail,4051,QLD,Australia,4,928,0.48
928,Joane,Caldes,Female,84,1978-03-17,Financial Services,High Net Worth,N,Yes,13,42 3rd Plaza,2250,NSW,Australia,7,928,0.48
929,Diane,Furman,Female,67,1993-08-11,Manufacturing,Affluent Customer,N,Yes,13,6660 Riverside Circle,3013,VIC,Australia,9,930,0.478125
930,Ogdan,Blenkinship,Male,65,1951-01-18,Health,Mass Customer,N,Yes,21,21712 Texas Court,3429,VIC,Australia,5,930,0.478125
931,Kizzee,Agget,Female,98,1976-07-25,Manufacturing,Affluent Customer,N,No,8,122 Marcy Park,2213,NSW,Australia,10,930,0.478125
932,Stephi,Highton,Female,30,1987-09-09,Telecommunications,Mass Customer,N,Yes,12,293 Mendota Park,2154,NSW,Australia,10,930,0.478125
933,Martino,Scoles,Male,18,1975-01-19,Financial Services,Mass Customer,N,No,14,47 Scofield Junction,3620,VIC,Australia,4,930,0.478125
934,Morgen,Newport,Female,5,1960-08-31,Manufacturing,Mass Customer,N,No,6,9 Washington Center,3340,VIC,Australia,4,930,0.478125
935,Eugenie,Brinson,Female,79,1963-08-10,Entertainment,Mass Customer,N,Yes,17,7109 Grayhawk Avenue,3073,VIC,Australia,6,936,0.476
936,Reinold,Natt,Male,16,1964-08-23,Financial Services,High Net Worth,N,Yes,8,70 Evergreen Hill,3207,VIC,Australia,8,937,0.47
937,Jo,Roberts,Female,41,1945-10-31,Financial Services,High Net Worth,N,Yes,11,20139 Lakewood Plaza,2440,NSW,Australia,3,937,0.47
938,Jacklin,Duchant,Female,77,1940-03-18,Argiculture,Mass Customer,N,No,17,9 Memorial Road,4132,QLD,Australia,4,939,0.4675
